2021,1,1,12.702
2021,1,2,12.671
2021,1,3,12.704
2021,1,4,12.77
2021,1,5,12.814
2021,1,6,12.929
2021,1,7,13.029
2021,1,8,13.023
2021,1,9,13.099
2021,1,10,13.164
2021,1,11,13.154
2021,1,12,13.288
2021,1,13,13.33
2021,1,14,13.398
2021,1,15,13.487
2021,1,16,13.599
2021,1,17,13.78
2021,1,18,13.793
2021,1,19,13.686
2021,1,20,13.721
2021,1,21,13.753
2021,1,22,13.803
2021,1,23,13.864
2021,1,24,13.884
2021,1,25,13.961
2021,1,26,13.999
2021,1,27,14.072
2021,1,28,13.959
2021,1,29,13.998
2021,1,30,14.11
2021,1,31,14.2
2021,2,1,14.183
2021,2,2,14.232
2021,2,3,14.332
2021,2,4,14.285
2021,2,5,14.273
2021,2,6,14.33
2021,2,7,14.412
2021,2,8,14.469
2021,2,9,14.446
2021,2,10,14.418
2021,2,11,14.576
2021,2,12,14.554
2021,2,13,14.501
2021,2,14,14.484
2021,2,15,14.594
2021,2,16,14.559
2021,2,17,14.404
2021,2,18,14.294
2021,2,19,14.329
2021,2,22,14.312
2021,2,23,14.336
2021,2,24,14.249
2021,2,25,14.218
2021,2,26,14.313
2021,2,27,14.344
2021,2,28,14.596
2021,3,1,14.622
2021,3,2,14.711
2021,3,3,14.734
2021,3,4,14.783
2021,3,5,14.748
2021,3,6,14.666
2021,3,7,14.682
2021,3,8,14.681
2021,3,9,14.692
2021,3,10,14.753
2021,3,11,14.866
2021,3,12,14.76
2021,3,13,14.624
2021,3,14,14.596
2021,3,15,14.604
2021,3,16,14.674
2021,3,17,14.718
2021,3,18,14.783
2021,3,19,14.783
2021,3,20,14.763
2021,3,21,14.787
2021,3,22,14.705
2021,3,23,14.603
2021,3,24,14.464
2021,3,25,14.483
2021,3,26,14.495
2021,3,27,14.605
2021,3,28,14.479
2021,3,29,14.541
2021,3,30,14.32
2021,3,31,14.269
2021,4,1,14.335
2021,4,2,14.266
2021,4,3,14.28
2021,4,4,14.261
2021,4,5,14.129
2021,4,6,14.113
2021,4,7,14.09
2021,4,8,14.013
2021,4,9,14.055
2021,4,10,13.847
2021,4,11,13.817
2021,4,12,13.839
2021,4,13,13.84
2021,4,14,13.777
2021,4,15,13.822
2021,4,16,13.874
2021,4,17,13.873
2021,4,18,13.862
2021,4,19,13.758
2021,4,20,13.616
2021,4,21,13.536
2021,4,22,13.625
2021,4,23,13.579
2021,4,24,13.547
2021,4,25,13.507
2021,4,26,13.574
2021,4,27,13.608
2021,4,28,13.577
2021,4,29,13.558
2021,4,30,13.548
2021,5,1,13.297
2021,5,2,13.23
2021,5,3,13.127
2021,5,4,13.007
2021,5,5,12.98
2021,5,6,12.994
2021,5,7,12.953
2021,5,8,12.91
2021,5,9,12.93
2021,5,10,12.839
2021,5,11,12.768
2021,5,12,12.767
2021,5,13,12.805
2021,5,14,12.822
2021,5,15,12.765
2021,5,16,12.746
2021,5,17,12.731
2021,5,18,12.682
2021,5,19,12.624
2021,5,20,12.601
2021,5,21,12.614
2021,5,22,12.483
2021,5,23,12.423
2021,5,24,12.416
2021,5,25,12.357
2021,5,26,12.33
2021,5,27,12.19
2021,5,28,12.098
2021,5,29,12.051
2021,5,30,12.004
2021,5,31,11.98
2021,6,1,11.804
2021,6,2,11.712
2021,6,3,11.631
2021,6,4,11.584
2021,6,5,11.498
2021,6,6,11.512
2021,6,7,11.419
2021,6,8,11.297
2021,6,9,11.219
2021,6,10,11.164
2021,6,11,11.032
2021,6,12,10.918
2021,6,13,10.85
2021,6,14,10.811
2021,6,15,10.751
2021,6,16,10.633
2021,6,17,10.611
2021,6,18,10.582
2021,6,19,10.451
2021,6,20,10.339
2021,6,21,10.281
2021,6,22,10.23
2021,6,23,10.287
2021,6,24,10.191
2021,6,25,10.011
2021,6,26,9.823
2021,6,27,9.739
2021,6,28,9.687
2021,6,29,9.556
2021,6,30,9.575
2021,7,1,9.365
2021,7,2,9.014
2021,7,3,8.783
2021,7,4,8.581
2021,7,5,8.589
2021,7,6,8.566
2021,7,7,8.458
2021,7,8,8.343
2021,7,9,8.142
2021,7,10,8.129
2021,7,11,7.982
2021,7,12,7.763
2021,7,13,7.735
2021,7,14,7.77
2021,7,15,7.613
2021,7,16,7.531
2021,7,17,7.533
2021,7,18,7.437
2021,7,19,7.388
2021,7,20,7.338
2021,7,21,7.258
2021,7,22,7.195
2021,7,23,7.113
2021,7,24,7.104
2021,7,25,7.053
2021,7,26,6.965
2021,7,27,6.884
2021,7,28,6.759
2021,7,29,6.717
2021,7,30,6.693
2021,7,31,6.554
2021,8,1,6.489
2021,8,2,6.512
2021,8,3,6.416
2021,8,4,6.151
2021,8,5,6.071
2021,8,6,6.102
2021,8,7,6.184
2021,8,8,6.134
2021,8,9,6.104
2021,8,10,6.048
2021,8,11,5.947
2021,8,12,5.801
2021,8,13,5.809
2021,8,14,5.836
2021,8,15,5.834
2021,8,16,5.699
2021,8,17,5.653
2021,8,18,5.663
2021,8,19,5.592
2021,8,20,5.584
2021,8,21,5.545
2021,8,22,5.496
2021,8,23,5.411
2021,8,24,5.444
2021,8,25,5.412
2021,8,26,5.341
2021,8,27,5.279
2021,8,28,5.268
2021,8,29,5.189
2021,8,30,5.157
2021,8,31,5.199
2021,9,1,5.056
2021,9,2,5.04
2021,9,3,5.076
2021,9,4,5.083
2021,9,5,5.016
2021,9,6,4.871
2021,9,7,4.841
2021,9,8,4.862
2021,9,9,4.812
2021,9,10,4.771
2021,9,11,4.76
2021,9,12,4.708
2021,9,13,4.703
2021,9,14,4.728
2021,9,15,4.741
2021,9,16,4.74
2021,9,17,4.741
2021,9,18,4.778
2021,9,19,4.839
2021,9,20,4.837
2021,9,21,4.859
2021,9,22,4.904
2021,9,23,4.881
2021,9,24,4.975
2021,9,25,5.077
2021,9,26,5.131
2021,9,27,5.145
2021,9,28,5.12
2021,9,29,5.138
2021,9,30,5.228
2021,10,1,5.371
2021,10,2,5.416
2021,10,3,5.494
2021,10,4,5.545
2021,10,5,5.553
2021,10,6,5.641
2021,10,7,5.719
2021,10,8,5.875
2021,10,9,5.895
2021,10,10,5.966
2021,10,11,6.08
2021,10,12,6.2
2021,10,13,6.301
2021,10,14,6.325
2021,10,15,6.404
2021,10,16,6.596
2021,10,17,6.834
2021,10,18,7.018
2021,10,19,7.062
2021,10,20,7.173
2021,10,21,7.309
2021,10,22,7.518
2021,10,23,7.671
2021,10,24,7.791
2021,10,25,7.903
2021,10,26,8.005
2021,10,27,8.077
2021,10,28,8.132
2021,10,29,8.22
2021,10,30,8.353
2021,10,31,8.431
2021,11,1,8.62
2021,11,2,8.714
2021,11,3,8.701
2021,11,4,8.698
2021,11,5,8.725
2021,11,6,8.881
2021,11,7,8.947
2021,11,8,9.143
2021,11,9,9.227
2021,11,10,9.404
2021,11,11,9.43
2021,11,12,9.516
2021,11,13,9.665
2021,11,14,9.738
2021,11,15,9.858
2021,11,16,9.976
2021,11,17,10.07
2021,11,18,10.084
2021,11,19,10.171
2021,11,20,10.221
2021,11,21,10.303
2021,11,22,10.396
2021,11,23,10.518
2021,11,24,10.527
2021,11,25,10.584
2021,11,26,10.666
2021,11,27,10.764
2021,11,28,10.837
2021,11,29,10.89
2021,11,30,10.981
2021,12,1,11.339
2021,12,2,11.428
2021,12,3,11.336
2021,12,4,11.339
2021,12,5,11.345
2021,12,6,11.419
2021,12,7,11.477
2021,12,8,11.475
2021,12,9,11.558
2021,12,10,11.675
2021,12,11,11.77
2021,12,12,11.915
2021,12,13,12.116
2021,12,14,12.044
2021,12,15,12.082
2021,12,16,12.127
2021,12,17,12.338
2021,12,18,12.332
2021,12,19,12.332
2021,12,20,12.446
2021,12,21,12.586
2021,12,22,12.703
2021,12,23,12.837
2021,12,24,12.896
2021,12,25,12.889
2021,12,26,12.903
2021,12,27,12.947
2021,12,28,12.978
2021,12,29,13.05
2021,12,30,13.149
2021,12,31,13.183
